album_id,album_name,release_date,
2083,The Complete Savoy Master Takes,1998-10-06,
2084,Additions To Further Definitions,1994-10-09,
2085,Street Singer,1998-01-01,
2086,Everybody Knows,1964-01-01,
2087,Something Else The Music Of Ornette Coleman Original Jazz Classics Remasters,2007-05-11,
2088,Conversations with Christian,1996-08-05,
2089,Standing Ovation,1969-01-01,
2090,Songs The Art of the Trio Vol. 3,1998-09-15,
2091,Ballads,1962-01-01,
2092,Organ Grinder Swing,1965-06-15,
2093,Components,1994-01-01,
2094,Rosewood,1978-01-01,
2095,What A Wonderful World,1968-01-01,
2096,Little Girl Blue 2013 Remastered Version,1958-06-24,
2097,The Complete Ella And Louis On Verve,1997-05-20,
2098,Unforgettable,1954-01-01,
2099,Love Ella,1957-01-01,
2100,Porgy And Bess,1958-01-01,
2101,Billie Holiday,1957-01-01,
2102,What A Diffrence A Day Makes Expanded Edition,1959-02-19,
2103,The Shadow Of Your Smile,1965-05-22,
2104,Ultimate Sinatra,2015-04-21,
2105,Satchmo Serenades,2000-01-01,
2106,Lady Day The Complete Billie Holiday On Columbia 19331944,1933-01-01,
2107,Highlights From His Decca Years,1994-01-01,
2108,The War Years 19411947,1994-09-13,
2109,All Or Nothing At All,1958-01-01,
2110,Recorded Fall 61,1961-01-01,
2111,Ella And Louis Again,1957-02-25,
2112,Julie Is Her Name,1955-12-01,
2113,The Complete Dinah Washington On Mercury Vol.4 19541956,1988-01-01,
2114,Blue Train Expanded Edition,1958-01-01,
2115,Giant Steps 60th Anniversary Super Deluxe Edition 2020 Remaster,2000-01-27,
2116,Ella Sings Gershwin,1950-09-11,
2117,Let It All Out,1966-01-01,
2118,Round About Midnight,1957-03-18,
2119,Shapes of RhythmWoman Is Sweeter,2000-01-01,
2120,The Great American Songbook,1929-01-01,
2121,Alexandria The Great,1964-01-01,
2122,The Glenn Miller Carnegie Hall Concert Live,1939-01-01,
2123,The Nat King Cole Story,1991-01-01,
2124,Ptah The El Daoud,1996-01-01,
2125,Jazz Profile Cannonball Adderley,1997-01-01,
2126,Takin Off Expanded Edition,1962-05-28,
2127,Moanin Expanded Edition,1959-01-01,
2128,Dont Go To Strangers Rudy Van Gelder Remaster,1993-10-16,
2129,This Time Im Swingin,1960-01-01,
2130,B. G. In Hi Fi,1990-01-01,
2131,Nice n Easy 2020 Mix,1997-09-25,
2132,Look Out Remastered,2000-01-11,
2133,Journey in Satchidananda,1971-01-01,
2134,Jazz p svenska,1964-01-01,
2135,On Time,2001-04-02,
2136,Basra Remastered,1965-01-01,
2137,Jazz Samba,1962-01-01,
2138,Straight No Chaser,1967-01-01,
2139,The Astrud Gilberto Album,1965-01-01,
2140,Things Are Swingin,1959-05-04,
2141,Fat Albert Rotunda,1969-12-08,
2142,Body  Soul,1996-05-21,
2143,Jazz Impressions Of Black Orpheus Original Jazz Classics Remasters OJC Remaster,1997-10-18,
2144,The Sidewinder The Rudy Van Gelder Edition,1999-01-01,
2145,Standards Vol. 2,1983-01-01,
2146,An Evening With Anita ODay,1955-01-01,
2147,Piano In The Background,2004-07-27,
2148,After Hours,1955-04-12,
2149,We Get Requests,1964-01-01,
2150,Maiden Voyage,1965-05-17,
2151,Nancy WilsonCannonball Adderley,1962-01-01,
2152,Anita ODay Swings Cole Porter With Billy May,1959-01-01,
2153,Belonging,1974-10-01,
2154,Walkin,1957-01-01,
2155,Tuesday Wonderland,2008-06-20,
2156,Tenor Madness,1956-01-01,
2157,Wild Is The Wind,1966-09-16,
2158,Gerry Mulligan Meets Johnny Hodges,1959-01-01,
2159,Soulville,1957-01-01,
2160,Today And Now,1963-01-01,
2161,That Bad Eartha,1956-01-01,
2162,Atlantic Jazz Soul,2005-05-10,
2163,The Swingins Mutual Expanded Edition  Remastered,1996-12-15,
2164,Royal Flush,2013-10-01,
2165,Ben And Sweets,1962-01-01,
2166,Jan Johansson in Hamburg with Georg Riedel,2011-08-26,
2167,Gilles Peterson  Magic Peterson Sunshine,2016-04-15,
2168,For Those In Love Expanded Edition,1955-01-01,
2169,Another Day Remastered Anniversary Edition,2003-08-04,
2170,Soul,1958-01-01,
2171,Groovin High,1955-01-01,
2172,The Best Of Clifford Brown,2011-01-12,
2173,Approaching Standards,1994-08-16,
2174,Mel Torm Sings Fred Astaire Original Recording Remastered 2013,2014-01-28,
2175,Roll Call,1960-01-01,
2176,Sarah Vaughan In HiFi,1949-01-01,
2177,Conference Of The Birds,1973-06-20,
2178,Our Man In Paris Rudy Van Gelder Edition,1963-01-01,
2179,My Song,1978-06-01,
2180,Jutta Hipp With Zoot Sims Expanded Edition,1957-01-01,
2181,The Quintessence,1962-01-01,
2182,The Best Of Chick Corea,1993-01-01,
2183,Way Out West OJC Remaster,1957-01-01,
2184,After The Fall Live,2007-03-10,
2185,Call,2020-07-03,
2186,The Original Quartet With Chet Baker,1998-01-01,
2187,Alfie,1966-01-01,
2188,Serenade To A Soul Sister,2011-06-28,
2189,Fbodjazz,1987-02-03,
2190,Tristeza on Piano,2000-05-20,
2191,Two Of A Mind,1994-10-26,
2192,Night Dreamer,2001-03-08,
2193,Weve Only Just Begun,2014-08-12,
2194,The Complete Capitol Recordings Of Art Tatum,1997-01-01,
2195,Inner Urge The Rudy Van Gelder Edition,2006-08-09,
2196,JuJu,1981-01-01,
2197,Pyramid,1960-01-01,
2198,Hutson,1975-01-01,
2199,Warm Woods,1987-12-31,
2200,Harmonica Jazz,1955-01-01,
2201,My Name Is Albert Ayler,1997-01-09,
2202,The Complete Commodore Recordings,1997-01-28,
2203,Ella Fitzgerald Sings The Jerome Kern Songbook,1963-01-01,
2204,Ella Fitzgerald Sings The Irving Berlin Song Book,1958-01-01,
2205,Giant Steps Mono,1960-01-01,
2206,Gold 100 Songs From A Life In Music,2009-01-01,
2207,IV,1997-01-01,
2208,Sonny Rollins With The Modern Jazz Quartet,1953-01-01,
2209,Thelonious Monk with John Coltrane OJC Remaster,1961-01-01,
2210,Giant Steps,1960-01-01,
2211,My Favorite Things Deluxe Edition,1961-01-01,
2212,LOVE,1992-01-01,
2213,Strangers In The Night Expanded Edition,1966-05-01,
2214,Dean Martin The Capitol Recordings Vol. 4 19521954,1954-01-01,
2215,The Legendary Bobby Darin,2004-09-28,
2216,Ella Fitzgerald Sings The Cole Porter Song Book,1956-01-01,
2217,Cheek To Cheek Deluxe,1988-11-06,
2218,Grace,1994-01-01,
2219,Baby Blue Eyes,2008-01-01,
2220,All of You,2011-01-01,
2221,If I Ruled The World Songs For The Jet Set,1965-04-19,
2222,September In The Rain,1950-01-01,
2223,Mystery Lady Songs of Billie Holiday,2010-01-02,
2224,The Very Thought Of You,1958-01-01,
2225,Baby Breeze Expanded Edition,1965-01-01,
2226,The Ultimate,2012-07-23,
2227,You Better Go Now,1956-02-01,
2228,Hello Dolly Remastered,1964-10-25,
2229,Unforgettable Songs,1991-09-04,
2230,Silk  Soul Expanded Edition,1967-01-01,
2231,Love Swings,1961-01-01,
2232,Sings The Jerome Kern Song Book Vol.1  2,1960-01-01,
2233,The Silver Lining  The Songs of Jerome Kern,1988-01-13,
2234,Ella Fitzgerald Sings The Rodgers And Hart Song Book,1956-01-01,
2235,The Touch Of Your Lips,1961-01-01,
2236,The Essential Doris Day,1992-12-07,
2237,The Essential Rosemary Clooney,1948-01-01,
2238,In Blue,2000-07-17,
2239,Carmen McRae For Lovers,1995-04-19,
2240,Dream with Dean,1964-01-01,
2241,Ultimate Peggy Lee,1998-08-20,
2242,Cant Resist You  My Summer Love,2006-09-19,
2243,Dinah Sings Previn Plays,1987-12-05,
2244,Winners,1986-01-01,
2245,Sinatras Sinatra,1963-08-01,
2246,Amore,2014-10-17,
2247,Theres Only One...,2002-12-29,
2248,Lover Man,1958-01-01,
2249,Sings Sweet Songs For Swingers,1958-01-01,
2250,Waiter Make Mine The Blues,1961-03-14,
2251,Lush Life,1961-01-01,
2252,Carmen McRae Sings Lover Man And Other Billie Holiday Classics,1962-01-17,
2253,Sleep Warm,1959-01-01,
2254,Songs from the Heart Remastered 2013,1988-09-08,
2255,Love Is The Thing,1957-08-01,
2256,The Lost Tapes,2002-01-01,
2257,The Complete Great American Songbook,2008-01-09,
2258,Sings For Two In Love,1953-08-01,
2259,Anita Sings The Most,1957-01-01,
2260,Some Nice Things Ive Missed,1974-01-01,
2261,Sings The Music Of Cole Porter,2009-11-18,
2262,Meet Me Around Midnight,2007-03-23,
2263,Vaughan And Violins,1958-05-06,
2264,Sings The Rodgers  Hart Songbook,1999-07-27,
2265,Lady Sings The Blues,1956-01-01,
2266,I Feel a Song Coming On Lost Radio Recordings,2005-09-02,
2267,A Day At The Movies,1999-01-10,
2268,Blue Moon,1934-01-01,
2269,Time To Swing,2010-01-01,
2270,Swedish Sensation,1998-11-04,
2271,The Man I Love,1957-01-01,
2272,Pointless Nostalgic,1989-01-05,
2273,Mr. Top Hat,1957-02-01,
2274,More Of The Great,1964-01-01,
2275,The Art Of The Ballad,2008-10-03,
2276,See You At The Fair,1964-01-01,
2277,Chet In Paris Everything Happens To Me  The Complete Barclay Recording Vol. 2,2004-06-24,
2278,A Swingin Affair,1964-10-01,
2279,Know What I Mean Original Jazz Classics Remasters,1961-01-01,
2280,Jazz Round Midnight,1988-01-27,
2281,Jazz Impressions Of New York,1964-01-01,
2282,Blue Lester The Immortal Lester Young,1956-01-01,
2283,Leapin And Lopin,1962-01-01,
2284,Makes It Happen,1950-01-01,
2285,Coltrane Deluxe Edition  Rudy Van Gelder Remaster,2000-08-27,
2286,Soultrane,1958-01-01,
2287,Portrait In Jazz Keepnews Collection,1960-01-01,
2288,Bakers Holiday,1957-08-01,
2289,Cannonball Takes Charge,1959-08-01,
2290,Gettin Together,1987-01-01,
2291,Blues In Trinity,1994-03-24,
2292,Turning Point,2004-12-06,
2293,Miles Davis Vol. 2,1956-01-01,
2294,Yeah,1961-11-19,
2295,Stan Getz Plays Clef Records LPR,1952-01-01,
2296,Gerry Mulligan Meets Ben Webster,1963-01-01,
2297,My Favorite Things,1961-01-01,
2298,Blue And Sentimental Remastered,2007-01-01,
2299,Gettin Around,1966-08-01,
2300,Glad To Be Unhappy,1965-01-01,
2301,E.S.P.,1987-09-01,
2302,What Is There To Say,1959-01-01,
2303,Getz Meets Mulligan In HiFi,1957-11-01,
2304,Coltrane Rudy Van Gelder Remaster,1957-01-01,
2305,Steamin Rudy Van Gelder edition,1961-01-01,
2306,Wrapped Tight,1997-09-24,
2307,Profile,1959-10-10,
2308,Brown And Roach Incorporated,1954-01-01,
2309,A Night At The Village Vanguard Live,1957-01-01,
2310,No Room For Squares Remastered 2000  Rudy Van Gelder Edition,2000-01-01,
2311,Settin The Pace RVG Edition,1961-12-01,
2312,Seven Steps To Heaven Expanded Edition,1963-10-01,
2313,Night Hawk,2008-07-20,
2314,Stan Getz And The Cool Sounds,1955-01-01,
2315,Messages,2019-11-04,
2316,City Lights,1958-06-01,
2317,Plays For Bird RVG Remaster,1956-01-01,
2318,Nothing But The Best Remastered,2008-01-01,
2319,Rarities Outtakes  Other Delights Vol. 2,2012-11-17,
2320,Twentysomething,2003-10-20,
2321,The Changing Lights Bonus Edition,2000-12-29,
2322,Ella Fitzgerald Sings The Duke Ellington Song Book,1957-01-01,
2323,When Harry Met Sally... Music From The Motion Picture,1989-07-25,
2324,Once Upon A Summertime,1958-01-01,
2325,Chet Baker Sings It Could Happen To You Original Jazz Classics Remasters OJC Remaster,2008-05-02,
2326,Breakfast on the Morning Tram Bonus Edition,2007-09-07,
2327,Kind Of Blue,1959-08-17,
2328,Greatest Performances Original Recordings,1954-01-01,
2329,Ella and Louis,1990-01-03,
2330,Great Ladies Of Song  Spotlight On Peggy Lee,1995-01-01,
2331,Pure Gold,1975-09-30,
2332,All Star Sessions,1998-03-30,
2333,Motions  Emotions,1998-11-02,
2334,Love Is Here To Stay,2014-02-28,
2335,The Essential Frank Sinatra,1994-08-19,
2336,Days Of Wine And Roses Moon River And Other Academy Award Winners,1964-01-01,
2337,Stan Getz  Bill Evans,1973-03-01,
2338,An Introduction To Sarah Vaughan,1995-01-01,
2339,My Kinda Swing,1960-01-01,
2340,Helen Merill,1955-01-01,
2341,Oscar Peterson For Lovers Deluxe Edition,2001-07-18,
2342,Empathy,1962-11-01,
2343,Mingus Mingus Mingus Mingus Mingus,1963-01-01,
2344,Cliff Craft,1957-12-01,
2345,The Hawk Relaxes,1961-01-01,
2346,Ben Webster Plays Ballads Remastered,1968-01-01,
2347,Moon Beams,1962-01-01,
2348,The Return Of Art Pepper,1988-01-01,
2349,Stan Getz In Stockholm,1955-01-01,
2350,Ben Webster Meets Oscar Peterson,1997-01-01,
2351,The Trumpet Artistry Of Chet Baker,1955-01-01,
2352,Blue Train,1958-01-01,
2353,Everybody Still Digs Bill Evans,1996-08-28,
2354,Wailing With Lou,2004-05-17,
2355,Jazz Impressions Of Japan,1964-01-01,
2356,Gold,1976-10-13,
2357,Scott Hamilton Plays Ballads,1989-01-01,
2358,Very Cool,2005-11-24,
2359,Nina Simone And Her Friends 2014  Remaster,1959-01-01,
2360,The Cats,1983-01-01,
2361,Jazz Of Two Cities,1957-01-01,
2362,Pesci... Still Singing,1987-08-04,
2363,Live At Shanghai Jazz,2002-01-01,
2364,Presenting Eddie Harris,2011-12-30,
2365,Its a Blue World 2015 Remastered Version,1955-01-01,
2366,The Unforgettable George Shearing,2012-07-06,
2367,Pepper Adams Plays The Compositions of Charlie Mingus,1993-04-28,
2368,Helen Merrill With Strings,1955-01-01,
2369,Loads Of Love,1963-02-14,
2370,Starring Jo Stafford,2011-01-01,
2371,Nina Simone  Piano Expanded Edition,1969-01-01,
2372,My Gentleman Friend,1959-01-01,
2373,Something Cool 1955 Mono Version,1955-05-02,
2374,Billie Holiday With Ray Ellis And His Orchestra,1959-07-01,
2375,Great Ladies Of Song  Spotlight On Dinah Shore,2005-04-27,
2376,Sings The Winners,1958-01-01,
2377,Recital,1956-01-01,
2378,An Image Lee Konitz With Strings,1958-01-01,
2379,Boss Tenors Straight Ahead From Chicago August 1961,1961-01-01,
2380,All Through The Night Julie London Sings The Choicest Of Cole Porter Bonus Tracks,1965-01-01,
2381,Travlin Light,1961-01-01,
2382,I Remember Miles,1988-05-21,
2383,Chet Is Back,1995-03-15,
2384,Tommy Flanagan Trio,1985-01-01,
2385,A Generation Ago Today,1967-04-08,
2386,The Total  Vol. 1,2007-10-01,
2387,Swingin Easy,1957-03-01,
2388,After Midnight The Complete Session,1999-01-01,
2389,No Count Sarah,1958-01-15,
2390,Stan Getz And The Oscar Peterson Trio,1957-01-01,
2391,For Sentimental Reasons,1953-01-01,
2392,Tears And Laughter,1962-01-01,
2393,Louis Armstrong Meets Oscar Peterson Expanded Edition,1957-10-14,
2394,After Hours At The London House,1958-03-07,
2395,The Classic Lena Horne,2000-09-04,
2396,Johnny Hodges With Billy Strayhorn And The Orchestra,1961-01-01,
2397,A Jazz Portrait Of Frank Sinatra,1959-01-01,
2398,Stan Getz Plays,1988-01-01,
2399,Oscar Peterson Plays The George Gershwin Song Book,1959-01-01,
2400,Dinah Jams Live,1955-06-19,
2401,Dear Old Stockholm,1965-01-01,
2402,The Complete Verve Studio Sessions,2002-12-10,
2403,The Nearness Of You,1965-12-16,
2404,The Astaire Story,1996-05-07,
2405,Complete Roost Recordings,1997-11-10,
2406,Ella Swings Lightly,1958-01-01,
2407,Angel Eyes,2021-03-16,
2408,The Voice That Is,1965-01-01,
2409,Verve Jazz Masters 43,2007-11-22,
2410,Free,1997-01-01,
2411,Lester Swings,2011-01-19,
2412,By Special Request,1955-01-01,
2413,The Complete Blue Hour Sessions,2000-01-01,
2414,Dukes In Bed,1957-10-04,
2415,19 Naughty III,1993-02-23,
2416,Peoples Instinctive Travels and the Paths of Rhythm 25th Anniversary Edition,1990-04-17,
2417,Black On Both Sides,1999-10-12,
2418,Bizarre Ride II The Pharcyde,1992-11-24,
2419,Dont Sweat The Technique,1992-01-01,
2420,Moment Of Truth,1998-03-31,
2421,The Art Of Storytelling,1999-01-01,
2422,Nigga Please,1988-06-20,
2423,Whut The Album,1992-01-01,
2424,Return of the Boom Bap,1993-09-03,
2425,Liquid Swords,1995-11-07,
2426,The Master,1999-01-01,
2427,Strictly Business,1988-06-07,
2428,Capital Punishment Explicit Version,1998-04-28,
2429,He Got Game Soundtrack,1998-04-21,
2430,Tical Deluxe Edition,2014-09-16,
2431,Lifestylez Ov Da Poor  Dangerous,1995-03-28,
2432,The Grind Date,2004-10-05,
2433,Wrath Of The Math,1996-01-01,
2434,Veteranz Day,1990-04-10,
2435,Mama Said Knock You Out,1990-08-27,
2436,It Aint Safe No More,2002-11-05,
2437,Mecca And The Soul Brother,1992-05-26,
2438,Ironman,1996-01-01,
2439,Enter The WuTang 36 Chambers Expanded Edition,1993-11-09,
2440,Doe Or Die,1995-10-10,
2441,Reachin A New Refutation Of Time And Space,1993-01-01,
2442,Only Built 4 Cuban Linx...,1995-01-01,
2443,The Infamous,1995-04-25,
2444,Project Funk Da World,1994-01-01,
2445,Things Fall Apart,1999-02-23,
2446,Mos Def  Talib Kweli Are Black Star,1998-09-29,
2447,One for All,1990-11-30,
2448,A Wolf In Sheeps Clothing,1991-01-01,
2449,Criminal Minded Deluxe,1987-01-01,
2450,Raising Hell,1986-05-15,
2451,Dead Serious,1992-04-07,
2452,Enta Da Stage,1993-10-19,
2453,We Cant Be Stopped,1991-07-02,
2454,I Wish My Brother George Was Here,1991-10-15,
2455,Violator The Album,1999-01-01,
2456,Center of Attention,1998-01-01,
2457,Be,2020-11-20,
2458,Power In Numbers,2002-01-01,
2459,The Documentary,2005-01-01,
2460,Illmatic,1994-04-19,
2461,456,1995-09-05,
2462,Uptown Saturday Night,1997-01-28,
2463,Life After Death 2014 Remastered Edition,1997-03-04,
2464,Jealous Ones Still Envy J.O.S.E,2001-12-04,
2465,Here Come The Lords,1993-01-01,
2466,Sex Packets,1990-03-26,
2467,2000,1995-06-20,
2468,Done By The Forces Of Nature Deluxe Edition,1989-01-01,
2469,Street Dreams,2003-01-14,
2470,Hiero Oldies Volume One,2003-12-13,
2471,Quality,2002-12-16,
2472,Lord Willin,2002-04-01,
2473,Extended Revolution,2003-01-01,
2474,Wreckonize bw Sound Bwoy Bureill,2008-01-15,
2475,Bacdafucup,1993-03-30,
2476,Breaking Atoms 2017 Remastered,2001-11-18,
2477,Hip Hop 50 Vol. 1,2008-03-24,
2478,A Long Hot Summer,2004-08-03,
2479,Straight Outta Compton,1988-08-08,
2480,Regulate G Funk Era,1994-06-07,
2481,Its A Beautiful Thing,1999-01-07,
2482,Greatest Hits,1934-01-01,
2483,Kings Dead with Kendrick Lamar Future  James Blake,2018-01-12,
2484,The Score Expanded Edition,1996-02-13,
2485,Legal Drug Money,1996-01-01,
2486,Come Home With Me,2002-01-01,
2487,Thats How Im Livin,1993-01-01,
2488,Warriorz,2000-08-29,
2489,Livin Proof,1995-01-01,
2490,No Way Out 2014 Remaster,1997-01-01,
2491,Stankonia,2000-10-31,
2492,Guru Presents,2012-04-05,
2493,6 Feet Deep,1997-09-16,
2494,Word...Life,1994-01-01,
2495,Just a Friend  EP,2009-06-11,
2496,The Don Killuminati The 7 Day Theory,2005-03-08,
2497,Take Me To Your Leader,2003-06-17,
2498,Grand Champ,2003-01-01,
2499,The New World Order,1996-01-01,
2500,Sittin On Chrome,1995-01-01,
2501,Lasers,2011-03-04,
2502,Detroit Deli A Taste Of Detroit,2004-01-01,
2503,Oxymoron Deluxe,2014-01-01,
2504,Acid Raindrops,2002-12-10,
2505,Too Much feat. Moneybagg Yo,1999-06-18,
2506,3rd Eye Vision,1998-01-01,
2507,Ventilation Da LP,1994-12-08,
2508,Teflon Don,2010-01-01,
2509,A2G EP,1999-01-01,
2510,Battle Of The Sexes Deluxe,2010-01-01,
2511,The Marina,2018-05-30,
2512,Beg For Mercy,2003-01-01,
2513,The Shining,2006-08-21,
2514,21  Over,1993-08-24,
2515,Brothas Doobie,1995-01-01,
2516,Still Standing,1998-04-07,
2517,The College Dropout,2004-02-10,
2518,Yessir Whatever,2013-06-18,
2519,Bad As I Wanna B,1996-01-01,
2520,Pain Is Love,2001-01-01,
2521,Man VS Machine,2002-10-01,
2522,Kiss Tha Game Goodbye,2001-01-01,
2523,Bread,1969-01-01,
2524,Rock City,2002-11-26,
2525,Internal Affairs,2019-10-18,
2526,The Cactus Album,1989-01-01,
2527,Peaceful Journey,1991-01-01,
2528,Harlem World,1997-01-01,
2529,The Reunion,2000-11-21,
2530,Deltron 3030,2000-01-01,
2531,Aint A Damn Thing Changed,1991-01-01,
2532,Black Sunday,1993-07-20,
2533,Terrorist Threats,2003-12-09,
2534,Madvillainy,2004-03-24,
2535,The Substitute Soundtrack,1992-04-04,
2536,House of Pain Fine Malt Lyrics 30 Years Deluxe Edition,2004-05-10,
2537,THE MOUSE  THE MASK,2005-10-17,
2538,Critical Beatdown ReIssue,1988-01-01,
2539,Vaudeville Villain,2003-01-01,
2540,Exhibit C,2009-12-22,
2541,Country Sht Remix,2011-01-01,
2542,Take It Or Squeeze It,2009-11-01,
2543,No One Can Do It Better,1989-01-01,
2544,Its Almost Dry,2005-04-25,
2545,Pretty Girls Like Trap Music,2017-06-16,
2546,F.U.Dont Take It Personal,1991-01-01,
2547,Kollage,1996-01-01,
2548,Dr. Octagonecologyst,1996-01-01,
2549,Gangsta Memorial,2007-01-01,
2550,Train Of Thought,2000-10-17,
2551,The LP,2009-07-01,
2552,Monkey Barz,2005-11-22,
2553,H.F.M. 2 Hunger For More 2,2010-01-01,
2554,MM...FOOD,2004-11-16,
2555,Between A Rock And A Hard Place,1994-10-25,
2556,Thug Life Volume 1,1994-01-01,
2557,E. 1999 Eternal,1995-07-25,
2558,T.I.M.E.,1998-01-10,
2559,Expansion Team,2001-10-23,
2560,Paper Trail,2008-09-07,
2561,Jackpot,2003-01-01,
