song_id,playlist_id,,
5MZk7SARZdDuOMSQgBAzmc,1,,
6tHqXph17DqQtNgruD4mZb,1,,
61eRFSomrnF7rtVzviAgrj,1,,
2eloCAkMPcrfktP3k2J063,1,,
2T3YfMI0xRk93bmVMuJcKu,1,,
4QnSKHUl3vQOOzgH8buAQc,1,,
4SpKfHo8hEbsqZ5OFJRxh9,1,,
3nQszlMHV3NaS6dexCJjCj,1,,
51qp3WsYjiDuBhzR7AON69,1,,
4HEmPMRG1Mz4pYEpYbWTO0,1,,
4aubRXNjsReqb6BMb6kVqp,1,,
7Mo82AGTRMttTXwv7ZAywZ,1,,
3cwOZlayYhxMNQgEJEyp8r,1,,
7futCmvzb44LY2CwgkgDN9,1,,
3c70k8XniVpag1AfoUBapf,1,,
0eGTwM0Yw1KeHD3bPgd9pR,1,,
4EpUWM49N3xo8kxPpalOEy,1,,
7HQhevzEGXpA3a7kV2o724,1,,
1YJ3GR5wmQnysjDUQDC8ZR,2,,
1aiDlPLPljMFUylWjMZras,2,,
2xKwRxnwSnhgKsPQVsaRig,2,,
2aZ8nrq3RIXEXUviAwzyLV,2,,
5x7Oxaa9EEIx9nw17CC5yW,2,,
4CayREZylZ5ij94y1v0zlc,2,,
7mNFrf8IfgaWMFCz64CtK4,2,,
6ZfSXhqojBGB8BdRFb96Im,2,,
618hiI74zBL8UVgAvfmkLj,2,,
20nQpaFVoEMA5aUGD8yn3i,2,,
2ROJOb98GorxStuOuZWcGd,2,,
1NoIZ1658UHpicKQ9rcWYh,2,,
4kAOHwPEBawS1znACiyuqA,2,,
0jlLHrrb4aR9evd3ZwNs5I,2,,
3Ug51eYATZ487NwOaTbpAJ,2,,
2bIfM0ZOF4gxK1BeqH3Djm,2,,
1N47m6es1ruoERTpLByl8V,2,,
0h06YSqzwbAU9ZDuIvw8pk,2,,
2txRs0wxjGE1uzOhcBxN7L,2,,
4ZSJs1cqeincEi2KjUGmZC,2,,
5goa9CsIDXc9G0Df9dL9ft,2,,
1kPBT8S2wJFNAyBMnGVZgL,3,,
4NQfrmGs9iQXVQI9IpRhjM,3,,
3XxBSvDZKH5YvZZjTpn6eR,3,,
4c0Mgs559lG4sPiEC3XcxY,3,,
5MVMARaMoclifNmBtPu0dD,3,,
2mVp83pLkWJN03Ha8Txydf,3,,
1cRTAPP2FG9h2WiYMOIVIK,3,,
2hv2NiSq8p4pgL28pxcqAJ,3,,
1sxtxIKhRiQwuGpUwHoEHq,3,,
6y5eBHh57iYViDkK4Hn6R7,3,,
0WvSYVnEXD7QLa5pDJ920S,3,,
65VzqBb5ogD2xIFD8jetMG,3,,
6tilCYbheGMHo3Hw4F22hF,3,,
73GEVn1tqk9bn0KbtWsiqj,3,,
1ekio2Gk6WycLArAUJZfxM,3,,
1i7nQGgwloILcp6ZftH2Qa,3,,
7p5Xpx7dd9wSPJF4Q4Nfbu,3,,
7pzDaHQx6WFWtdx9PLPxcx,3,,
3kkCpDqhrOEBf0eOR2igEE,3,,
227N0C668UQBiN3T4HFzoQ,3,,
44s75M70lhq25s3CiW0pxq,3,,
7BbQQzr1suaBHpJDXDXIj9,3,,
6KSa2Y1HnG0XlPQfEN4Xgi,3,,
2uDIGXUD5hLdM7wzyl1PaR,3,,
01noJYGB8kT65mi8Pc2Ola,3,,
50y6y3iwBlKKev2U4a6GK5,3,,
5j6tQBJnNG4wLLdVISJ5g2,4,,
2oods8nOG6bB6ZUFHEumbx,4,,
1bWh9hOkQGahfQ0rEqvaGR,4,,
3Yt6mXwFK3GMQ3Jzzk0yIN,4,,
7hYOjbDYBvUk7RymZ82To3,4,,
5xwCQuoGnPdgqw2omrgmCq,4,,
7bWhtFDDMgcA6DmFGGlS0C,4,,
3XdnNX0cPynrR7KdRoyjwa,4,,
5EpIZRPAEqniltILeAjk38,4,,
6AgwNMztb3eIgNF1m2zi7h,4,,
061qVrfyTW07DCB9B4BBmI,4,,
2RMkj69Tlvc1k0LD2IW7eg,4,,
12MFtyrU4ZPJqClBcjYFIA,4,,
5o1hYFDPp3G3HlWqEPANMc,4,,
4sCCIP8eG3HVizWnm1SQ0G,4,,
17r2Et8LmSasIf0AYbkwQR,4,,
7A9yfYiBXLEvKn1oJy3nPL,4,,
6Ad9JbwY1HGjbNhVYddNbk,4,,
2mGnouFybpiIEWnzKq50fr,4,,
2KZkEbuMBsoxhgX3iEyAv2,4,,
2Y9sTOSdXeEl15NL0MkHWl,4,,
2wAfHM7Whz67VFbdanhZlk,4,,
6PScTantRyDSp4AkOGTKUT,4,,
0zt7Bb8seSANEPfcBCfDgv,4,,
0jXSghMAEE2ImajlWNBoiT,4,,
6JrmYq8Fb16eU15qMNJfGk,4,,
0Q4qVBG7jAF3Ar4sheUidp,4,,
4C6KfxHdNt7x4LaqVa5pkD,4,,
0nWFmSvTZmgxGKFxodXgIq,4,,
4uvdVSZSfDrXL09nFcrVTW,4,,
589yTSHriuSIwARJqnmuMp,4,,
1TVtYIucWI5fqdQwwlZFR3,4,,
2x0uiOepdvCXYk8Wh8bXIk,4,,
2QrBIUz6Mbmkh5dqcLzTHp,5,,
1CdEksXQ6gvdr4blQjQdTZ,5,,
7hpI4eFBXUYk3ZtsztFmWc,5,,
0rWLWREgsqvU5hC5nytLtN,5,,
4ldqBacc2ov7cUIlzLMB5W,5,,
